Object,Filter,MJD,Flux,Error,Tel,Obs
MR_2251-178,i,59472.054477, 9.043, 0.021,1m005,lsc
MR_2251-178,i,59472.054477, 9.039, 0.021,1m005,lsc
MR_2251-178,i,59472.055486, 9.061, 0.021,1m005,lsc
MR_2251-178,i,59472.055486, 9.062, 0.021,1m005,lsc
MR_2251-178,i,59472.606719, 9.123, 0.019,1m003,coj
MR_2251-178,i,59472.606719, 9.142, 0.019,1m003,coj
MR_2251-178,i,59472.607715, 9.177, 0.019,1m003,coj
MR_2251-178,i,59472.607715, 9.176, 0.019,1m003,coj
MR_2251-178,i,59474.277925, 9.528, 0.356,1m006,elp
MR_2251-178,i,59474.277925, 9.517, 0.356,1m006,elp
MR_2251-178,i,59474.278934, 8.870, 0.131,1m006,elp
MR_2251-178,i,59474.278934, 8.854, 0.131,1m006,elp
MR_2251-178,i,59475.023520, 9.223, 0.029,1m001,tfn
MR_2251-178,i,59475.023520, 9.231, 0.029,1m001,tfn
MR_2251-178,i,59475.024541, 9.225, 0.029,1m001,tfn
MR_2251-178,i,59475.024541, 9.238, 0.029,1m001,tfn
MR_2251-178,i,59477.979698,12.905, 0.097,1m010,cpt
MR_2251-178,i,59477.979698,12.719, 0.096,1m010,cpt
MR_2251-178,i,59477.980694,12.911, 0.097,1m010,cpt
MR_2251-178,i,59477.980694,12.913, 0.097,1m010,cpt
MR_2251-178,i,59478.262363, 9.215, 0.157,1m008,elp
MR_2251-178,i,59478.262363, 9.191, 0.156,1m008,elp
MR_2251-178,i,59478.263372, 8.971, 0.146,1m008,elp
MR_2251-178,i,59478.263372, 8.967, 0.145,1m008,elp
MR_2251-178,i,59479.622012, 9.204, 0.026,1m011,coj
MR_2251-178,i,59479.622012, 9.241, 0.026,1m011,coj
MR_2251-178,i,59479.623033, 9.305, 0.026,1m011,coj
MR_2251-178,i,59479.623033, 9.290, 0.026,1m011,coj
MR_2251-178,i,59480.176491, 9.035, 0.021,1m005,lsc
MR_2251-178,i,59480.176491, 9.041, 0.021,1m005,lsc
MR_2251-178,i,59480.177500, 9.011, 0.021,1m005,lsc
MR_2251-178,i,59480.177500, 9.004, 0.021,1m005,lsc
MR_2251-178,i,59481.182680, 8.879, 0.019,1m009,lsc
MR_2251-178,i,59481.182680, 8.888, 0.019,1m009,lsc
MR_2251-178,i,59481.183678, 8.823, 0.018,1m009,lsc
MR_2251-178,i,59481.183678, 8.822, 0.018,1m009,lsc
MR_2251-178,i,59484.214523, 8.950, 0.017,1m009,lsc
MR_2251-178,i,59484.214523, 8.947, 0.017,1m009,lsc
MR_2251-178,i,59484.215521, 8.977, 0.017,1m009,lsc
MR_2251-178,i,59484.215521, 8.972, 0.017,1m009,lsc
MR_2251-178,i,59485.266133, 9.074, 0.026,1m008,elp
MR_2251-178,i,59485.266133, 9.048, 0.026,1m008,elp
MR_2251-178,i,59485.267141, 9.111, 0.026,1m008,elp
MR_2251-178,i,59485.267141, 9.086, 0.026,1m008,elp
MR_2251-178,i,59487.079171, 9.276, 0.020,1m001,tfn
MR_2251-178,i,59487.079171, 9.279, 0.020,1m001,tfn
MR_2251-178,i,59487.080180, 9.325, 0.020,1m001,tfn
MR_2251-178,i,59487.080180, 9.321, 0.020,1m001,tfn
MR_2251-178,i,59488.273534, 9.128, 0.018,1m005,lsc
MR_2251-178,i,59488.273534, 9.120, 0.018,1m005,lsc
MR_2251-178,i,59488.274530, 9.104, 0.018,1m005,lsc
MR_2251-178,i,59488.274530, 9.097, 0.018,1m005,lsc
MR_2251-178,i,59489.133897, 9.089, 0.017,1m009,lsc
MR_2251-178,i,59489.133897, 9.091, 0.017,1m009,lsc
MR_2251-178,i,59489.134906, 9.015, 0.017,1m009,lsc
MR_2251-178,i,59489.134906, 9.030, 0.017,1m009,lsc
MR_2251-178,i,59490.143127, 9.127, 0.024,1m008,elp
MR_2251-178,i,59490.143127, 9.123, 0.024,1m008,elp
MR_2251-178,i,59490.144135, 9.275, 0.024,1m008,elp
MR_2251-178,i,59490.144135, 9.256, 0.024,1m008,elp
MR_2251-178,i,59490.564411, 9.268, 0.019,1m011,coj
MR_2251-178,i,59490.564411, 9.279, 0.019,1m011,coj
MR_2251-178,i,59490.565420, 9.336, 0.019,1m011,coj
MR_2251-178,i,59490.565420, 9.321, 0.019,1m011,coj
MR_2251-178,i,59491.655142, 9.248, 0.020,1m003,coj
MR_2251-178,i,59491.655142, 9.276, 0.020,1m003,coj
MR_2251-178,i,59491.656150, 9.300, 0.020,1m003,coj
MR_2251-178,i,59491.656150, 9.311, 0.020,1m003,coj
MR_2251-178,i,59492.856833, 9.047, 0.022,1m013,cpt
MR_2251-178,i,59492.856833, 9.057, 0.022,1m013,cpt
MR_2251-178,i,59492.857830, 9.041, 0.022,1m013,cpt
MR_2251-178,i,59492.857830, 9.064, 0.022,1m013,cpt
MR_2251-178,i,59493.858139, 9.122, 0.022,1m010,cpt
MR_2251-178,i,59493.858139, 9.152, 0.022,1m010,cpt
MR_2251-178,i,59493.859140, 9.107, 0.022,1m010,cpt
MR_2251-178,i,59493.859140, 9.119, 0.022,1m010,cpt
MR_2251-178,i,59494.987507, 9.074, 0.022,1m010,cpt
MR_2251-178,i,59494.987507, 9.066, 0.022,1m010,cpt
MR_2251-178,i,59494.988504, 9.040, 0.022,1m010,cpt
MR_2251-178,i,59494.988504, 9.060, 0.022,1m010,cpt
MR_2251-178,i,59496.217894, 9.039, 0.019,1m009,lsc
MR_2251-178,i,59496.217894, 9.019, 0.019,1m009,lsc
MR_2251-178,i,59496.218891, 9.062, 0.018,1m009,lsc
MR_2251-178,i,59496.218891, 9.056, 0.018,1m009,lsc
MR_2251-178,i,59496.965699, 9.445, 0.019,1m001,tfn
MR_2251-178,i,59496.965699, 9.420, 0.019,1m001,tfn
MR_2251-178,i,59496.966707, 9.352, 0.019,1m001,tfn
MR_2251-178,i,59496.966707, 9.360, 0.019,1m001,tfn
MR_2251-178,i,59498.094481, 9.116, 0.018,1m009,lsc
MR_2251-178,i,59498.094481, 9.137, 0.018,1m009,lsc
MR_2251-178,i,59498.095478, 9.138, 0.018,1m009,lsc
MR_2251-178,i,59498.095478, 9.138, 0.018,1m009,lsc
MR_2251-178,i,59499.095299, 9.199, 0.025,1m005,lsc
MR_2251-178,i,59499.095299, 9.216, 0.025,1m005,lsc
MR_2251-178,i,59499.174798, 9.080, 0.038,1m009,lsc
MR_2251-178,i,59499.174798, 9.083, 0.038,1m009,lsc
MR_2251-178,i,59499.175798, 9.031, 0.064,1m009,lsc
MR_2251-178,i,59499.175798, 9.027, 0.064,1m009,lsc
MR_2251-178,i,59500.839420, 9.526, 0.025,1m013,tfn
MR_2251-178,i,59500.839420, 9.518, 0.025,1m013,tfn
MR_2251-178,i,59500.840433, 9.530, 0.025,1m013,tfn
MR_2251-178,i,59500.840433, 9.534, 0.025,1m013,tfn
MR_2251-178,i,59502.115080, 9.095, 0.036,1m008,elp
MR_2251-178,i,59502.115080, 9.080, 0.036,1m008,elp
MR_2251-178,i,59502.116088, 9.189, 0.036,1m008,elp
MR_2251-178,i,59502.116088, 9.194, 0.036,1m008,elp
MR_2251-178,i,59505.520633, 9.542, 0.029,1m011,coj
MR_2251-178,i,59505.520633, 9.539, 0.029,1m011,coj
MR_2251-178,i,59505.521641, 9.570, 0.029,1m011,coj
MR_2251-178,i,59505.521641, 9.572, 0.029,1m011,coj
MR_2251-178,i,59506.893899, 9.222, 0.031,1m010,cpt
MR_2251-178,i,59506.893899, 9.216, 0.031,1m010,cpt
MR_2251-178,i,59506.894908, 9.248, 0.032,1m010,cpt
MR_2251-178,i,59506.894908, 9.258, 0.032,1m010,cpt
MR_2251-178,i,59508.528744, 9.519, 0.024,1m011,coj
MR_2251-178,i,59508.528744, 9.519, 0.024,1m011,coj
MR_2251-178,i,59508.529745, 9.585, 0.024,1m011,coj
MR_2251-178,i,59508.529745, 9.579, 0.024,1m011,coj
MR_2251-178,i,59509.572166, 9.485, 0.023,1m011,coj
MR_2251-178,i,59509.572166, 9.496, 0.023,1m011,coj
MR_2251-178,i,59509.573186, 9.444, 0.023,1m011,coj
MR_2251-178,i,59509.573186, 9.460, 0.023,1m011,coj
MR_2251-178,i,59510.593921, 9.601, 0.039,1m011,coj
MR_2251-178,i,59510.593921, 9.613, 0.039,1m011,coj
MR_2251-178,i,59510.594942, 9.346, 0.038,1m011,coj
MR_2251-178,i,59510.594942, 9.343, 0.038,1m011,coj
MR_2251-178,i,59511.499335, 9.471, 0.019,1m003,coj
MR_2251-178,i,59511.499335, 9.472, 0.019,1m003,coj
MR_2251-178,i,59511.500355, 9.491, 0.019,1m003,coj
MR_2251-178,i,59511.500355, 9.499, 0.019,1m003,coj
MR_2251-178,i,59511.849645, 9.358, 0.026,1m012,cpt
MR_2251-178,i,59511.849645, 9.354, 0.026,1m012,cpt
MR_2251-178,i,59511.850653, 9.469, 0.026,1m012,cpt
MR_2251-178,i,59511.850653, 9.461, 0.026,1m012,cpt
MR_2251-178,i,59513.586141, 9.374, 0.020,1m011,coj
MR_2251-178,i,59513.586141, 9.378, 0.020,1m011,coj
MR_2251-178,i,59513.587153, 9.436, 0.020,1m011,coj
MR_2251-178,i,59513.587153, 9.440, 0.020,1m011,coj
MR_2251-178,i,59513.937113, 8.973, 0.025,1m013,cpt
MR_2251-178,i,59513.937113, 8.962, 0.025,1m013,cpt
MR_2251-178,i,59513.938118, 9.053, 0.025,1m013,cpt
MR_2251-178,i,59513.938118, 9.052, 0.025,1m013,cpt
MR_2251-178,i,59515.824790, 9.405, 0.020,1m013,tfn
MR_2251-178,i,59515.824790, 9.416, 0.020,1m013,tfn
MR_2251-178,i,59515.825798, 9.458, 0.021,1m013,tfn
MR_2251-178,i,59515.825798, 9.440, 0.021,1m013,tfn
MR_2251-178,i,59516.863341, 9.514, 0.020,1m013,tfn
MR_2251-178,i,59516.863341, 9.493, 0.020,1m013,tfn
MR_2251-178,i,59516.864349, 9.505, 0.020,1m013,tfn
MR_2251-178,i,59516.864349, 9.508, 0.020,1m013,tfn
MR_2251-178,i,59517.836088,10.903, 0.023,1m001,tfn
MR_2251-178,i,59517.836088,10.859, 0.022,1m001,tfn
MR_2251-178,i,59517.837097,10.710, 0.022,1m001,tfn
MR_2251-178,i,59517.837097,10.626, 0.022,1m001,tfn
MR_2251-178,i,59518.901901, 8.949, 0.026,1m013,cpt
MR_2251-178,i,59518.901901, 8.970, 0.026,1m013,cpt
MR_2251-178,i,59518.902945, 9.130, 0.039,1m013,cpt
MR_2251-178,i,59518.902945, 9.145, 0.039,1m013,cpt
MR_2251-178,i,59519.915888, 9.393, 0.020,1m001,tfn
MR_2251-178,i,59519.915888, 9.396, 0.020,1m001,tfn
MR_2251-178,i,59519.916885, 9.374, 0.020,1m001,tfn
MR_2251-178,i,59519.916885, 9.383, 0.020,1m001,tfn
MR_2251-178,i,59520.894951, 9.214, 0.024,1m010,cpt
MR_2251-178,i,59520.894951, 9.236, 0.024,1m010,cpt
MR_2251-178,i,59520.895949, 9.303, 0.023,1m010,cpt
MR_2251-178,i,59520.895949, 9.284, 0.023,1m010,cpt
MR_2251-178,i,59522.071980, 9.200, 0.018,1m009,lsc
MR_2251-178,i,59522.071980, 9.207, 0.018,1m009,lsc
MR_2251-178,i,59522.072989, 9.108, 0.018,1m009,lsc
MR_2251-178,i,59522.072989, 9.122, 0.018,1m009,lsc
MR_2251-178,i,59522.857909, 9.416, 0.026,1m012,cpt
MR_2251-178,i,59522.857909, 9.434, 0.026,1m012,cpt
MR_2251-178,i,59522.858917, 9.393, 0.026,1m012,cpt
MR_2251-178,i,59522.858917, 9.412, 0.026,1m012,cpt
MR_2251-178,i,59523.784352, 9.311, 0.027,1m012,cpt
MR_2251-178,i,59523.784352, 9.299, 0.027,1m012,cpt
MR_2251-178,i,59523.785360, 9.376, 0.027,1m012,cpt
MR_2251-178,i,59523.785360, 9.390, 0.027,1m012,cpt
MR_2251-178,i,59526.110977, 9.360, 0.022,1m006,elp
MR_2251-178,i,59526.110977, 9.353, 0.022,1m006,elp
MR_2251-178,i,59526.111985, 9.332, 0.022,1m006,elp
MR_2251-178,i,59526.111985, 9.364, 0.022,1m006,elp
MR_2251-178,i,59526.888708, 9.508, 0.021,1m013,tfn
MR_2251-178,i,59526.888708, 9.499, 0.021,1m013,tfn
MR_2251-178,i,59526.889716, 9.524, 0.021,1m013,tfn
MR_2251-178,i,59526.889716, 9.529, 0.021,1m013,tfn
MR_2251-178,i,59528.030321, 9.404, 0.019,1m005,lsc
MR_2251-178,i,59528.030321, 9.419, 0.019,1m005,lsc
MR_2251-178,i,59528.031330, 9.389, 0.019,1m005,lsc
MR_2251-178,i,59528.031330, 9.385, 0.019,1m005,lsc
MR_2251-178,i,59532.526711, 9.606, 0.029,1m003,coj
MR_2251-178,i,59532.526711, 9.617, 0.029,1m003,coj
MR_2251-178,i,59532.527721, 9.519, 0.029,1m003,coj
MR_2251-178,i,59532.527721, 9.525, 0.029,1m003,coj
MR_2251-178,i,59533.107987, 9.384, 0.031,1m008,elp
MR_2251-178,i,59533.107987, 9.377, 0.031,1m008,elp
MR_2251-178,i,59533.803873, 9.255, 0.047,1m013,cpt
MR_2251-178,i,59533.803873, 9.259, 0.047,1m013,cpt
MR_2251-178,i,59533.804882, 9.246, 0.042,1m013,cpt
MR_2251-178,i,59533.804882, 9.272, 0.042,1m013,cpt
MR_2251-178,i,59534.800668, 9.496, 0.032,1m012,cpt
MR_2251-178,i,59534.801665, 9.519, 0.032,1m012,cpt
MR_2251-178,i,59536.478158, 9.777, 0.025,1m003,coj
MR_2251-178,i,59536.479167, 9.598, 0.025,1m003,coj
MR_2251-178,i,59538.857692, 9.316, 0.028,1m010,cpt
MR_2251-178,i,59538.858690, 9.337, 0.027,1m010,cpt
MR_2251-178,i,59545.031179, 9.503, 0.020,1m005,lsc
MR_2251-178,i,59545.032187, 9.535, 0.020,1m005,lsc
MR_2251-178,i,59546.048410, 9.446, 0.020,1m005,lsc
MR_2251-178,i,59546.049419, 9.427, 0.019,1m005,lsc
MR_2251-178,i,59547.085784,10.181, 0.025,1m006,elp
MR_2251-178,i,59547.086782,10.045, 0.025,1m006,elp
MR_2251-178,i,59548.065526, 9.923, 0.089,1m006,elp
MR_2251-178,i,59548.066535,10.092, 0.274,1m006,elp
MR_2251-178,i,59549.137805, 9.458, 0.024,1m006,elp
MR_2251-178,i,59549.138802, 9.432, 0.024,1m006,elp
MR_2251-178,i,59550.103067, 9.477, 0.022,1m006,elp
MR_2251-178,i,59550.104076, 9.436, 0.022,1m006,elp
MR_2251-178,i,59550.490011, 9.633, 0.021,1m011,coj
MR_2251-178,i,59550.491008, 9.654, 0.021,1m011,coj
MR_2251-178,i,59554.068158, 9.371, 0.022,1m006,elp
MR_2251-178,i,59554.069166, 9.409, 0.022,1m006,elp
MR_2251-178,i,59555.090431, 9.244, 0.020,1m004,lsc
MR_2251-178,i,59555.091440, 9.183, 0.020,1m004,lsc
MR_2251-178,i,59556.825184, 9.659, 0.021,1m001,tfn
MR_2251-178,i,59556.826192, 9.596, 0.021,1m001,tfn
MR_2251-178,i,59559.808206, 9.508, 0.038,1m012,cpt
MR_2251-178,i,59559.809208, 9.604, 0.039,1m012,cpt
MR_2251-178,i,59560.090587, 9.290, 0.032,1m008,elp
MR_2251-178,i,59560.091595, 9.396, 0.032,1m008,elp
MR_2251-178,i,59561.077276, 9.429, 0.036,1m008,elp
MR_2251-178,i,59561.078285, 9.349, 0.037,1m008,elp
MR_2251-178,i,59562.100016, 9.422, 0.036,1m008,elp
MR_2251-178,i,59562.101025, 9.417, 0.036,1m008,elp
MR_2251-178,i,59563.088233, 9.573, 0.030,1m008,elp
MR_2251-178,i,59563.089243, 9.443, 0.030,1m008,elp
MR_2251-178,i,59564.808671, 9.316, 0.029,1m010,cpt
MR_2251-178,i,59564.809679, 9.304, 0.029,1m010,cpt
MR_2251-178,i,59565.863791,10.097, 0.025,1m001,tfn
MR_2251-178,i,59565.864799, 9.608, 0.024,1m001,tfn
MR_2251-178,i,59567.056377, 9.282, 0.022,1m004,lsc
MR_2251-178,i,59567.057385, 9.319, 0.023,1m004,lsc
MR_2251-178,i,59568.057994, 9.550, 0.026,1m005,lsc
MR_2251-178,i,59568.059002, 9.480, 0.022,1m005,lsc
MR_2251-178,i,59569.054809, 9.222, 0.021,1m004,lsc
MR_2251-178,i,59569.055818, 9.268, 0.022,1m004,lsc
MR_2251-178,i,59570.062868, 9.316, 0.020,1m004,lsc
MR_2251-178,i,59570.063865, 9.335, 0.020,1m004,lsc
MR_2251-178,i,59571.055210, 9.459, 0.020,1m005,lsc
MR_2251-178,i,59571.056221, 9.478, 0.020,1m005,lsc
MR_2251-178,i,59572.071492, 9.417, 0.025,1m006,elp
MR_2251-178,i,59572.072500, 9.401, 0.025,1m006,elp
MR_2251-178,i,59573.060037, 9.478, 0.021,1m005,lsc
MR_2251-178,i,59573.061046, 9.533, 0.021,1m005,lsc
MR_2251-178,i,59574.059373, 9.484, 0.027,1m006,elp
MR_2251-178,i,59574.060370, 9.436, 0.026,1m006,elp
MR_2251-178,i,59575.070958, 9.413, 0.030,1m006,elp
MR_2251-178,i,59575.071967, 9.468, 0.029,1m006,elp
MR_2251-178,i,59577.438342, 9.537, 0.023,1m011,coj
MR_2251-178,i,59577.439339, 9.563, 0.023,1m011,coj
MR_2251-178,i,59578.061737, 9.505, 0.026,1m008,elp
MR_2251-178,i,59578.062745, 9.512, 0.026,1m008,elp
MR_2251-178,i,59578.825549, 9.576, 0.022,1m001,tfn
MR_2251-178,i,59578.826558, 9.602, 0.022,1m001,tfn
MR_2251-178,i,59579.825588, 9.540, 0.020,1m001,tfn
MR_2251-178,i,59579.826597, 9.545, 0.021,1m001,tfn
MR_2251-178,i,59581.816509, 9.483, 0.022,1m014,tfn
MR_2251-178,i,59581.817518, 9.493, 0.021,1m014,tfn
MR_2251-178,i,59582.816939, 9.572, 0.023,1m001,tfn
MR_2251-178,i,59582.817947, 9.498, 0.022,1m001,tfn
MR_2251-178,i,59684.416332, 9.542, 0.039,1m009,lsc
MR_2251-178,i,59684.417318, 9.674, 0.044,1m009,lsc
MR_2251-178,i,59685.416598, 9.384, 0.031,1m009,lsc
MR_2251-178,i,59685.417604, 9.398, 0.034,1m009,lsc
MR_2251-178,i,59687.416614, 9.392, 0.033,1m004,lsc
MR_2251-178,i,59687.417611, 9.395, 0.035,1m004,lsc
MR_2251-178,i,59689.163770, 9.545, 0.056,1m012,cpt
MR_2251-178,i,59689.164766, 9.444, 0.061,1m012,cpt
MR_2251-178,i,59690.395509, 9.193, 0.026,1m009,lsc
MR_2251-178,i,59690.396506, 9.256, 0.026,1m009,lsc
MR_2251-178,i,59691.392891, 9.430, 0.028,1m005,lsc
MR_2251-178,i,59691.393913, 9.378, 0.028,1m005,lsc
MR_2251-178,i,59692.420171, 9.152, 0.034,1m009,lsc
MR_2251-178,i,59692.421168, 9.060, 0.037,1m009,lsc
MR_2251-178,i,59693.420182, 9.323, 0.049,1m005,lsc
MR_2251-178,i,59693.421179, 9.157, 0.055,1m005,lsc
MR_2251-178,i,59698.409418, 9.137, 0.021,1m004,lsc
MR_2251-178,i,59698.410416, 9.085, 0.022,1m004,lsc
MR_2251-178,i,59699.809204, 9.461, 0.022,1m011,coj
MR_2251-178,i,59699.810212, 9.409, 0.022,1m011,coj
MR_2251-178,i,59700.392875, 9.074, 0.020,1m009,lsc
MR_2251-178,i,59700.393872, 9.210, 0.020,1m009,lsc
MR_2251-178,i,59701.753923, 9.448, 0.020,1m003,coj
MR_2251-178,i,59701.754943, 9.577, 0.020,1m003,coj
MR_2251-178,i,59705.100958, 9.142, 0.032,1m012,cpt
MR_2251-178,i,59705.101966, 9.221, 0.032,1m012,cpt
MR_2251-178,i,59709.166650, 9.138, 0.028,1m010,cpt
MR_2251-178,i,59709.167659, 9.116, 0.028,1m010,cpt
MR_2251-178,i,59713.163192, 9.074, 0.033,1m012,cpt
MR_2251-178,i,59713.164189, 9.098, 0.033,1m012,cpt
MR_2251-178,i,59714.138242, 8.845, 0.031,1m010,cpt
MR_2251-178,i,59714.139251, 8.953, 0.031,1m010,cpt
MR_2251-178,i,59715.327358, 8.976, 0.030,1m005,lsc
MR_2251-178,i,59715.328368, 9.052, 0.030,1m005,lsc
MR_2251-178,i,59716.070716, 9.023, 0.044,1m012,cpt
MR_2251-178,i,59716.071713, 9.070, 0.044,1m012,cpt
MR_2251-178,i,59717.068206, 8.995, 0.059,1m012,cpt
MR_2251-178,i,59717.069191, 8.964, 0.060,1m012,cpt
MR_2251-178,i,59718.404635, 8.850, 0.026,1m004,lsc
MR_2251-178,i,59718.405644, 8.873, 0.025,1m004,lsc
MR_2251-178,i,59719.425492, 9.029, 0.029,1m005,lsc
MR_2251-178,i,59719.426500, 9.016, 0.030,1m005,lsc
MR_2251-178,i,59724.416632, 9.190, 0.048,1m005,lsc
MR_2251-178,i,59724.417664, 9.192, 0.043,1m005,lsc
MR_2251-178,i,59725.406274, 8.904, 0.030,1m004,lsc
MR_2251-178,i,59725.407283, 8.965, 0.026,1m004,lsc
MR_2251-178,i,59726.319219, 8.820, 0.020,1m004,lsc
MR_2251-178,i,59726.320228, 8.872, 0.020,1m004,lsc
MR_2251-178,i,59727.298831, 8.960, 0.020,1m004,lsc
MR_2251-178,i,59727.299828, 9.001, 0.021,1m004,lsc
MR_2251-178,i,59729.444172, 8.884, 0.024,1m006,elp
MR_2251-178,i,59729.445180, 8.897, 0.025,1m006,elp
MR_2251-178,i,59732.440449, 9.091, 0.026,1m006,elp
MR_2251-178,i,59732.441445, 9.126, 0.030,1m006,elp
MR_2251-178,i,59734.109566, 9.214, 0.034,1m012,cpt
MR_2251-178,i,59734.110551, 9.251, 0.031,1m012,cpt
MR_2251-178,i,59735.149240, 9.212, 0.033,1m012,cpt
MR_2251-178,i,59735.150237, 9.351, 0.030,1m012,cpt
MR_2251-178,i,59736.163417, 9.129, 0.024,1m010,cpt
MR_2251-178,i,59736.164425, 9.063, 0.024,1m010,cpt
MR_2251-178,i,59737.179345, 9.182, 0.034,1m012,cpt
MR_2251-178,i,59737.180341, 9.290, 0.036,1m012,cpt
MR_2251-178,i,59737.357364,12.747, 0.029,1m009,lsc
MR_2251-178,i,59737.358361,13.725, 0.031,1m009,lsc
MR_2251-178,i,59738.356202, 8.931, 0.020,1m004,lsc
MR_2251-178,i,59738.357199, 8.882, 0.019,1m004,lsc
MR_2251-178,i,59740.207830, 9.223, 0.024,1m014,tfn
MR_2251-178,i,59740.208827, 9.303, 0.024,1m014,tfn
MR_2251-178,i,59741.006918, 8.933, 0.031,1m010,cpt
MR_2251-178,i,59741.007915, 8.974, 0.031,1m010,cpt
MR_2251-178,i,59742.003024, 8.826, 0.106,1m010,cpt
MR_2251-178,i,59742.004034, 8.681, 0.101,1m010,cpt
MR_2251-178,i,59743.040668, 8.944, 0.309,1m012,cpt
MR_2251-178,i,59743.644931, 9.273, 0.024,1m011,coj
MR_2251-178,i,59743.645928, 9.200, 0.024,1m011,coj
MR_2251-178,i,59744.678449, 9.327, 0.026,1m011,coj
MR_2251-178,i,59744.679435, 9.259, 0.026,1m011,coj
MR_2251-178,i,59745.781302, 9.345, 0.022,1m011,coj
MR_2251-178,i,59745.782312, 9.250, 0.022,1m011,coj
MR_2251-178,i,59747.032897, 8.986, 0.108,1m012,cpt
MR_2251-178,i,59747.033905, 8.935, 0.071,1m012,cpt
MR_2251-178,i,59747.769975, 9.437, 0.029,1m011,coj
MR_2251-178,i,59747.770972, 9.545, 0.030,1m011,coj
MR_2251-178,i,59751.414910,12.587, 0.034,1m009,lsc
MR_2251-178,i,59751.415907,10.488, 0.032,1m009,lsc
MR_2251-178,i,59755.972057, 9.123, 0.030,1m012,cpt
MR_2251-178,i,59755.973054, 9.135, 0.030,1m012,cpt
MR_2251-178,i,59762.276325, 9.113, 0.019,1m005,lsc
MR_2251-178,i,59762.277311, 9.111, 0.019,1m005,lsc
MR_2251-178,i,59766.434640, 8.844, 0.019,1m009,lsc
MR_2251-178,i,59766.435637, 8.823, 0.019,1m009,lsc
MR_2251-178,i,59771.593067, 9.269, 0.045,1m003,coj
MR_2251-178,i,59771.594076, 9.173, 0.050,1m003,coj
MR_2251-178,i,59781.117694,10.002, 0.030,1m010,cpt
MR_2251-178,i,59781.118691,13.734, 0.041,1m010,cpt
MR_2251-178,i,59785.915998, 9.134, 0.031,1m012,cpt
MR_2251-178,i,59785.916996, 9.070, 0.030,1m012,cpt
MR_2251-178,i,59790.569428, 9.130, 0.018,1m011,coj
MR_2251-178,i,59790.570425, 9.140, 0.018,1m011,coj
MR_2251-178,i,59795.328979, 8.893, 0.019,1m005,lsc
MR_2251-178,i,59795.329976, 8.875, 0.019,1m005,lsc
MR_2251-178,i,59799.936243, 8.702, 0.047,1m012,cpt
MR_2251-178,i,59799.937253, 8.813, 0.048,1m012,cpt
MR_2251-178,i,59807.403926,12.234, 0.035,1m009,lsc
MR_2251-178,i,59807.404911,13.818, 0.039,1m009,lsc
MR_2251-178,i,59812.489195, 8.838, 0.019,1m003,coj
MR_2251-178,i,59812.490203, 8.889, 0.019,1m003,coj
MR_2251-178,i,59817.197646, 9.025, 0.029,1m009,lsc
MR_2251-178,i,59817.198643, 8.536, 0.035,1m009,lsc
MR_2251-178,i,59823.958007, 8.312, 0.024,1m013,cpt
MR_2251-178,i,59823.959005, 8.348, 0.024,1m013,cpt
MR_2251-178,i,59828.133881, 8.589, 0.021,1m005,lsc
MR_2251-178,i,59828.134878, 8.632, 0.021,1m005,lsc
MR_2251-178,i,59828.596609, 8.731, 0.021,1m003,coj
MR_2251-178,i,59828.597607, 8.702, 0.021,1m003,coj
MR_2251-178,i,59829.881253, 8.858, 0.057,1m013,cpt
MR_2251-178,i,59829.882273, 8.511, 0.055,1m013,cpt
MR_2251-178,i,59833.074841, 8.223, 0.052,1m004,lsc
MR_2251-178,i,59833.075644, 8.136, 0.080,1m004,lsc
MR_2251-178,i,59833.159252, 8.393, 0.049,1m005,lsc
MR_2251-178,i,59833.160249, 8.503, 0.049,1m005,lsc
MR_2251-178,i,59834.203731, 8.272, 0.025,1m004,lsc
MR_2251-178,i,59834.204716, 8.257, 0.025,1m004,lsc
MR_2251-178,i,59835.280072, 8.280, 0.031,1m004,lsc
MR_2251-178,i,59835.281069, 8.244, 0.031,1m004,lsc
MR_2251-178,i,59836.261973, 8.499, 0.021,1m005,lsc
MR_2251-178,i,59836.262970, 8.491, 0.021,1m005,lsc
MR_2251-178,i,59837.304171, 8.217, 0.019,1m004,lsc
MR_2251-178,i,59837.305167, 8.224, 0.019,1m004,lsc
MR_2251-178,i,59838.345113, 8.535, 0.041,1m005,lsc
MR_2251-178,i,59838.346122, 8.313, 0.199,1m005,lsc
MR_2251-178,i,59840.303541, 8.111, 0.019,1m009,lsc
MR_2251-178,i,59840.304527, 8.208, 0.020,1m009,lsc
MR_2251-178,i,59841.197415,11.413, 0.024,1m009,lsc
MR_2251-178,i,59841.198401,10.603, 0.023,1m009,lsc
MR_2251-178,i,59842.931241, 8.191, 0.024,1m010,cpt
MR_2251-178,i,59842.932250, 8.185, 0.024,1m010,cpt
MR_2251-178,i,59843.977714, 9.208, 0.026,1m013,cpt
MR_2251-178,i,59843.978734, 8.233, 0.031,1m013,cpt
MR_2251-178,i,59845.098450, 8.467, 0.022,1m014,tfn
MR_2251-178,i,59845.099459, 8.217, 0.025,1m014,tfn
MR_2251-178,i,59845.965678, 8.428, 0.029,1m012,cpt
MR_2251-178,i,59845.966663, 8.476, 0.029,1m012,cpt
MR_2251-178,i,59846.681886, 8.536, 0.020,1m011,coj
MR_2251-178,i,59846.682883, 8.543, 0.019,1m011,coj
